"id","year","state_name","state_code","sector","quantity"
1545,"2012","Madhya Pradesh","23","Pulp and Paper",0.24
1546,"2018","Madhya Pradesh","23","Other",3.83
1547,"2012","Madhya Pradesh","23","Colliery Own - Consumption",0.0
1548,"2010","Madhya Pradesh","23","Colliery Own - Consumption",0.02
1549,"2017","Madhya Pradesh","23","Other",3.96
1550,"2018","Madhya Pradesh","23","Cement",1.02
1551,"2011","Madhya Pradesh","23","Cement",0.26
1552,"2012","Madhya Pradesh","23","Other",3.44
1553,"2019","Madhya Pradesh","23","Power (Captive)",21.73
1554,"2013","Madhya Pradesh","23","Textiles and Rayons",0.03
1555,"2014","Madhya Pradesh","23","Cement",0.11
1556,"2011","Madhya Pradesh","23","Pulp and Paper",0.23
1557,"2016","Madhya Pradesh","23","Other",3.94
1558,"2009","Madhya Pradesh","23","Colliery Own - Consumption",0.01
1559,"2019","Madhya Pradesh","23","Power (Utility)",0.04
1560,"2009","Madhya Pradesh","23","Power (Utility)",0.26
1561,"2019","Madhya Pradesh","23","Power (Utility)",56.38
1562,"2014","Madhya Pradesh","23","Power (Utility)",0.22
1563,"2007","Madhya Pradesh","23","Cement",0.14
1564,"2013","Madhya Pradesh","23","Power (Utility)",0.25
1565,"2008","Madhya Pradesh","23","Other",3.83
1566,"2014","Madhya Pradesh","23","Colliery Own - Consumption",0.01
1567,"2011","Madhya Pradesh","23","Power (Utility)",0.14
1568,"2007","Madhya Pradesh","23","Sponge Iron",0.1
1569,"2017","Madhya Pradesh","23","Power (Captive)",18.33
1570,"2006","Madhya Pradesh","23","Chemical",0.04
1571,"2011","Madhya Pradesh","23","Textiles and Rayons",0.06
1572,"2018","Madhya Pradesh","23","Power (Captive)",20.8
1573,"2006","Madhya Pradesh","23","Pulp and Paper",0.24
1574,"2009","Madhya Pradesh","23","Power (Utility)",31.49
1575,"2010","Madhya Pradesh","23","Metallurgical Use- Direct Feed",0.5
1576,"2011","Madhya Pradesh","23","Power (Utility)",31.5
1577,"2014","Madhya Pradesh","23","Cement",1.36
1578,"2014","Madhya Pradesh","23","Chemical",0.02
1579,"2021","Madhya Pradesh","23","Power (Captive)",3.79
1580,"2013","Madhya Pradesh","23","Chemical",0.01
1581,"2017","Madhya Pradesh","23","Pulp and Paper",0.12
1582,"2015","Madhya Pradesh","23","Colliery Own - Consumption",0.01
1583,"2021","Madhya Pradesh","23","Other",2.39
1584,"2008","Madhya Pradesh","23","Textiles and Rayons",0.02
1585,"2012","Madhya Pradesh","23","Chemical",0.01
1586,"2015","Madhya Pradesh","23","Textiles and Rayons",0.03
1587,"2010","Madhya Pradesh","23","Chemical",0.1
1588,"2013","Madhya Pradesh","23","Pulp and Paper",0.24
1589,"2009","Madhya Pradesh","23","Chemical",0.04
1590,"2010","Madhya Pradesh","23","Power (Utility)",0.19
1591,"2015","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.03
1592,"2008","Madhya Pradesh","23","Colliery Own - Consumption",0.02
1593,"2008","Madhya Pradesh","23","Cement",0.32
1594,"2007","Madhya Pradesh","23","Power (Utility)",0.25
1595,"2020","Madhya Pradesh","23","Pulp and Paper",0.0
1596,"2020","Madhya Pradesh","23","Metallurgical Use- Direct Feed",0.01
1597,"2009","Madhya Pradesh","23","Pulp and Paper",0.21
1598,"2006","Madhya Pradesh","23","Power (Captive)",1.49
1599,"2017","Madhya Pradesh","23","Cement",0.69
1600,"2019","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.04
1601,"2011","Madhya Pradesh","23","Power (Captive)",2.66
1602,"2020","Madhya Pradesh","23","Sponge Iron",0.03
1603,"2012","Madhya Pradesh","23","Power (Utility)",0.11
1604,"2013","Madhya Pradesh","23","Bricks",0.7
1605,"2016","Madhya Pradesh","23","Cement",0.95
1606,"2020","Madhya Pradesh","23","Cokeries",0.05
1607,"2015","Madhya Pradesh","23","Pulp and Paper",0.2
1608,"2017","Madhya Pradesh","23","Power (Utility)",37.13
1609,"2008","Madhya Pradesh","23","Power (Utility)",29.03
1610,"2008","Madhya Pradesh","23","Cement",3.08
1611,"2007","Madhya Pradesh","23","Textiles and Rayons",0.01
1612,"2014","Madhya Pradesh","23","Sponge Iron",0.11
1613,"2017","Madhya Pradesh","23","Power (Utility)",0.08
1614,"2018","Madhya Pradesh","23","Metallurgical Use- Direct Feed",0.09
1615,"2015","Madhya Pradesh","23","Cement",0.09
1616,"2015","Madhya Pradesh","23","Power (Utility)",36.5
1617,"2013","Madhya Pradesh","23","Power (Utility)",33.03
1618,"2016","Madhya Pradesh","23","Textiles and Rayons",0.04
1619,"2009","Madhya Pradesh","23","Cement",0.23
1620,"2017","Madhya Pradesh","23","Colliery Own - Consumption",0.01
1621,"2014","Madhya Pradesh","23","Bricks",1.46
1622,"2015","Madhya Pradesh","23","Sponge Iron",0.06
1623,"2011","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.04
1624,"2019","Madhya Pradesh","23","Chemical",0.02
1625,"2018","Madhya Pradesh","23","Power (Utility)",49.49
1626,"2014","Madhya Pradesh","23","Power (Utility)",0.09
1627,"2011","Madhya Pradesh","23","Colliery Own - Consumption",0.01
1628,"2017","Madhya Pradesh","23","Textiles and Rayons",0.02
1629,"2014","Madhya Pradesh","23","Textiles and Rayons",0.04
1630,"2007","Madhya Pradesh","23","Power (Captive)",1.64
1631,"2012","Madhya Pradesh","23","Cement",2.75
1632,"2015","Madhya Pradesh","23","Power (Utility)",0.09
1633,"2006","Madhya Pradesh","23","Colliery Staff",0.02
1634,"2006","Madhya Pradesh","23","Sponge Iron",0.11
1635,"2016","Madhya Pradesh","23","Metallurgical Use- Direct Feed",0.15
1636,"2008","Madhya Pradesh","23","Pulp and Paper",0.26
1637,"2016","Madhya Pradesh","23","Sponge Iron",0.06
1638,"2006","Madhya Pradesh","23","Cement",3.46
1639,"2010","Madhya Pradesh","23","Cement",0.29
1640,"2008","Madhya Pradesh","23","Power (Utility)",0.23
1641,"2019","Madhya Pradesh","23","Sponge Iron",0.06
1642,"2021","Madhya Pradesh","23","Colliery Own - Consumption",0.01
1643,"2021","Madhya Pradesh","23","Cement",1.05
1644,"2014","Madhya Pradesh","23","Power (Captive)",3.75
1645,"2011","Madhya Pradesh","23","Other",3.08
1646,"2011","Madhya Pradesh","23","Cement",1.99
1647,"2009","Madhya Pradesh","23","Power (Captive)",2.41
1648,"2007","Madhya Pradesh","23","Power (Utility)",0.17
1649,"2013","Madhya Pradesh","23","Cement",1.79
1650,"2011","Madhya Pradesh","23","Colliery Staff",0.01
1651,"2018","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.01
1652,"2010","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.04
1653,"2021","Madhya Pradesh","23","Power (Utility)",0.19
1654,"2019","Madhya Pradesh","23","Cement",1.06
1655,"2012","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.04
1656,"2019","Maharashtra","27","Other",4.79
1657,"2013","Maharashtra","27","Power (Captive)",0.98
1658,"2021","Maharashtra","27","Colliery Own - Consumption",0.0
1659,"2007","Maharashtra","27","Power (Utility)",33.65
1660,"2006","Maharashtra","27","Pulp and Paper",0.5
1661,"2013","Maharashtra","27","Other",5.14
1662,"2011","Maharashtra","27","Textiles and Rayons",0.06
1663,"2018","Maharashtra","27","Sponge Iron",0.6
1664,"2020","Maharashtra","27","Power (Utility)",0.03
1665,"2014","Maharashtra","27","Other",5.07
1666,"2009","Maharashtra","27","Chemical",0.14
1667,"2019","Maharashtra","27","Colliery Own - Consumption",0.0
1668,"2006","Maharashtra","27","Sponge Iron",0.46
1669,"2012","Maharashtra","27","Colliery Own - Consumption",0.01
1670,"2008","Maharashtra","27","Power (Utility)",37.8
1671,"2019","Maharashtra","27","Pulp and Paper",0.44
1672,"2017","Maharashtra","27","Textiles and Rayons",0.03
1673,"2016","Maharashtra","27","Sponge Iron",0.45
1674,"2009","Maharashtra","27","Power (Utility)",37.63
1675,"2014","Maharashtra","27","Sponge Iron",0.08
1676,"2014","Maharashtra","27","Chemical",0.03
1677,"2021","Maharashtra","27","Pulp and Paper",0.03
1678,"2013","Maharashtra","27","Power (Utility)",35.0
1679,"2017","Maharashtra","27","Colliery Own - Consumption",0.0
1680,"2017","Maharashtra","27","Power (Utility)",48.21
1681,"2008","Maharashtra","27","Sponge Iron",0.6
1682,"2016","Maharashtra","27","Textiles and Rayons",0.05
1683,"2020","Maharashtra","27","Power (Captive)",0.79
1684,"2016","Maharashtra","27","Chemical",0.02
1685,"2007","Maharashtra","27","Power (Captive)",0.56
1686,"2010","Maharashtra","27","Power (Captive)",0.56
1687,"2015","Maharashtra","27","Other",4.85
1688,"2021","Maharashtra","27","Sponge Iron",0.0
1689,"2014","Maharashtra","27","Sponge Iron",0.66
1690,"2011","Maharashtra","27","Chemical",0.03
1691,"2018","Maharashtra","27","Other",4.36
1692,"2007","Maharashtra","27","Chemical",0.04
1693,"2006","Maharashtra","27","Textiles and Rayons",0.1
1694,"2021","Maharashtra","27","Textiles and Rayons",0.02
1695,"2013","Maharashtra","27","Pulp and Paper",0.3
1696,"2020","Maharashtra","27","Colliery Own - Consumption",0.0
1697,"2013","Maharashtra","27","Sponge Iron",0.95
1698,"2014","Maharashtra","27","Pulp and Paper",0.14
1699,"2008","Maharashtra","27","Power (Captive)",0.42
1700,"2008","Maharashtra","27","Pulp and Paper",0.48
1701,"2021","Maharashtra","27","Power (Utility)",55.62
1702,"2019","Maharashtra","27","Sponge Iron",0.62
1703,"2021","Maharashtra","27","Sponge Iron",0.3
1704,"2015","Maharashtra","27","Power (Captive)",0.9
1705,"2009","Maharashtra","27","Sponge Iron",0.58
1706,"2008","Maharashtra","27","Cement",1.73
1707,"2018","Maharashtra","27","Power (Utility)",0.08
1708,"2011","Maharashtra","27","Power (Captive)",0.61
1709,"2007","Maharashtra","27","Textiles and Rayons",0.11
1710,"2020","Maharashtra","27","Power (Utility)",62.23
1711,"2012","Maharashtra","27","Chemical",0.03
1712,"2010","Maharashtra","27","Sponge Iron",0.69
1713,"2007","Maharashtra","27","Cement",1.72
1714,"2012","Maharashtra","27","Cement",1.8
1715,"2017","Maharashtra","27","Cement",1.18
1716,"2020","Maharashtra","27","Cement",1.74
1717,"2017","Maharashtra","27","Power (Captive)",0.21
1718,"2018","Maharashtra","27","Power (Utility)",56.36
1719,"2014","Maharashtra","27","Textiles and Rayons",0.03
1720,"2012","Maharashtra","27","Textiles and Rayons",0.06
1721,"2019","Maharashtra","27","Cement",2.06
1722,"2006","Maharashtra","27","Chemical",0.04
1723,"2010","Maharashtra","27","Power (Utility)",37.89
1724,"2018","Maharashtra","27","Colliery Own - Consumption",0.0
1725,"2012","Maharashtra","27","Power (Utility)",32.34
1726,"2020","Maharashtra","27","Pulp and Paper",0.04
1727,"2010","Maharashtra","27","Chemical",0.07
1728,"2012","Maharashtra","27","Power (Captive)",0.69
1729,"2013","Maharashtra","27","Colliery Own - Consumption",0.0
1730,"2006","Maharashtra","27","Colliery Own - Consumption",0.01
1731,"2020","Maharashtra","27","Sponge Iron",0.52
1732,"2016","Maharashtra","27","Pulp and Paper",0.27
1733,"2014","Maharashtra","27","Cement",1.83
1734,"2017","Maharashtra","27","Sponge Iron",0.29
1735,"2021","Maharashtra","27","Cement",1.7
1736,"2019","Maharashtra","27","Power (Utility)",65.17
1737,"2021","Maharashtra","27","Power (Captive)",0.73
1738,"2017","Maharashtra","27","Other",3.01
1739,"2010","Maharashtra","27","Cement",1.61
1740,"2016","Maharashtra","27","Other",4.96
1741,"2015","Maharashtra","27","Power (Utility)",46.15
1742,"2007","Maharashtra","27","Sponge Iron",0.53
1743,"2017","Maharashtra","27","Pulp and Paper",0.14
1744,"2008","Maharashtra","27","Other",2.66
1745,"2010","Maharashtra","27","Other",4.74
1746,"2015","Maharashtra","27","Colliery Own - Consumption",0.0
1747,"2016","Maharashtra","27","Power (Utility)",53.71
1748,"2020","Maharashtra","27","Chemical",0.0
1749,"2008","Maharashtra","27","Textiles and Rayons",0.1
1750,"2015","Maharashtra","27","Pulp and Paper",0.28
1751,"2012","Maharashtra","27","Pulp and Paper",0.28
1752,"2006","Maharashtra","27","Power (Captive)",0.4
1753,"2012","Maharashtra","27","Sponge Iron",0.85
1754,"2009","Maharashtra","27","Pulp and Paper",0.38
1755,"2014","Maharashtra","27","Power (Captive)",0.06
1756,"2011","Maharashtra","27","Colliery Own - Consumption",0.0
1757,"2011","Maharashtra","27","Sponge Iron",0.72
1758,"2016","Maharashtra","27","Power (Captive)",1.21
1759,"2015","Maharashtra","27","Sponge Iron",0.68
1760,"2021","Maharashtra","27","Other",3.48
1761,"2012","Maharashtra","27","Other",6.05
1762,"2017","Maharashtra","27","Chemical",0.03
1763,"2021","Maharashtra","27","Power (Captive)",0.01
1764,"2013","Maharashtra","27","Chemical",0.03
1765,"2007","Maharashtra","27","Pulp and Paper",0.52
1766,"2016","Maharashtra","27","Colliery Own - Consumption",0.0
1767,"2018","Maharashtra","27","Cement",1.84
1768,"2013","Maharashtra","27","Textiles and Rayons",0.03
1769,"2015","Maharashtra","27","Cement",1.67
1770,"2014","Maharashtra","27","Colliery Own - Consumption",0.0
1771,"2011","Maharashtra","27","Cement",1.82
1772,"2010","Maharashtra","27","Textiles and Rayons",0.04
1773,"2013","Maharashtra","27","Cement",1.95
1774,"2019","Maharashtra","27","Power (Captive)",0.67
1775,"2006","Maharashtra","27","Other",2.52
1776,"2011","Maharashtra","27","Pulp and Paper",0.28
1777,"2009","Maharashtra","27","Textiles and Rayons",0.1
1778,"2006","Maharashtra","27","Bricks",0.1
1779,"2014","Maharashtra","27","Power (Utility)",40.86
1780,"2019","Maharashtra","27","Textiles and Rayons",0.08
1781,"2010","Maharashtra","27","Pulp and Paper",0.31
1782,"2014","Maharashtra","27","Power (Captive)",0.87
1783,"2020","Maharashtra","27","Textiles and Rayons",0.02
1784,"2015","Maharashtra","27","Textiles and Rayons",0.13
1785,"2015","Maharashtra","27","Other",0.06
1786,"2009","Maharashtra","27","Cement",1.54
1787,"2018","Maharashtra","27","Textiles and Rayons",0.07
1788,"2011","Maharashtra","27","Other",5.44
1789,"2018","Maharashtra","27","Pulp and Paper",0.42
1790,"2018","Maharashtra","27","Power (Captive)",0.73
1791,"2019","Maharashtra","27","Power (Utility)",0.11
1792,"2016","Maharashtra","27","Cement",1.62
1793,"2015","Maharashtra","27","Chemical",0.02
1794,"2007","Maharashtra","27","Other",2.48
1795,"2009","Maharashtra","27","Other",4.64
1796,"2008","Maharashtra","27","Chemical",0.05
1797,"2006","Maharashtra","27","Power (Utility)",33.66
1798,"2006","Maharashtra","27","Cement",1.89
1799,"2020","Maharashtra","27","Other",4.2
1800,"2011","Maharashtra","27","Power (Utility)",35.0
1801,"2009","Maharashtra","27","Power (Captive)",0.54
1802,"2019","Meghalaya","17","Cement",0.05
1803,"2014","Meghalaya","17","Other",5.73
1804,"2018","Meghalaya","17","Power (Captive)",0.02
1805,"2010","Meghalaya","17","Other",5.78
1806,"2021","Meghalaya","17","Cement",0.02
1807,"2011","Meghalaya","17","Cement",0.04
1808,"2018","Meghalaya","17","Other",1.59
1809,"2020","Meghalaya","17","Other",0.11
1810,"2009","Meghalaya","17","Other",5.49
1811,"2012","Meghalaya","17","Other",7.21
1812,"2013","Meghalaya","17","Other",5.64
1813,"2009","Meghalaya","17","Cement",0.02
1814,"2010","Meghalaya","17","Cement",0.04
1815,"2019","Meghalaya","17","Other",0.02
1816,"2012","Meghalaya","17","Cement",0.01
1817,"2017","Meghalaya","17","Other",2.31
1818,"2021","Meghalaya","17","Power (Captive)",0.0
1819,"2006","Meghalaya","17","Other",5.63
1820,"2020","Meghalaya","17","Cement",0.04
1821,"2016","Meghalaya","17","Other",3.71
1822,"2018","Meghalaya","17","Cement",0.06
1823,"2007","Meghalaya","17","Other",5.79
1824,"2011","Meghalaya","17","Other",6.98
1825,"2020","Meghalaya","17","Power (Captive)",0.01
1826,"2017","Meghalaya","17","Cement",0.01
1827,"2019","Meghalaya","17","Power (Captive)",0.02
1828,"2021","Meghalaya","17","Other",0.39
1829,"2015","Meghalaya","17","Other",2.52
1830,"2008","Meghalaya","17","Other",6.54
1831,"2016","Odisha","21","Pulp and Paper",0.02
1832,"2016","Odisha","21","Metallurgical Use- Cokeries",0.25
1833,"2019","Odisha","21","Sponge Iron",3.42
1834,"2020","Odisha","21","Metallurgical Use- Direct Feed",0.2
1835,"2011","Odisha","21","Colliery Own - Consumption",0.01
1836,"2008","Odisha","21","Steel (Boilers)",0.08
1837,"2014","Odisha","21","Power (Captive)",12.58
1838,"2019","Odisha","21","Power (Captive)",23.99
1839,"2018","Odisha","21","Metallurgical Use- Direct Feed",0.1
1840,"2008","Odisha","21","Pulp and Paper",0.47
1841,"2015","Odisha","21","Metallurgical Use- Direct Feed",0.15
1842,"2006","Odisha","21","Pulp and Paper",0.42
1843,"2008","Odisha","21","Power (Utility)",0.02
1844,"2013","Odisha","21","Sponge Iron",3.67
1845,"2017","Odisha","21","Power (Captive)",16.07
1846,"2014","Odisha","21","Metallurgical Use- Cokeries",0.49
1847,"2015","Odisha","21","Chemical",0.01
1848,"2011","Odisha","21","Power (Captive)",0.02
1849,"2007","Odisha","21","Metallurgical Use- Direct Feed",0.04
1850,"2008","Odisha","21","Sponge Iron",4.5
1851,"2007","Odisha","21","Power (Utility)",21.2
1852,"2010","Odisha","21","Power (Captive)",0.03
1853,"2010","Odisha","21","Power (Captive)",13.45
1854,"2013","Odisha","21","Metallurgical Use- Cokeries",0.31
1855,"2016","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.22
1856,"2019","Odisha","21","Other",0.08
1857,"2019","Odisha","21","Pulp and Paper",0.12
1858,"2014","Odisha","21","Power (Captive)",0.24
1859,"2011","Odisha","21","Other",0.0
1860,"2017","Odisha","21","Power (Captive)",0.23
1861,"2013","Odisha","21","Power (Utility)",25.66
1862,"2018","Odisha","21","Cement",0.19
1863,"2020","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.47
1864,"2009","Odisha","21","Metallurgical Use- Cokeries",0.54
1865,"2012","Odisha","21","Metallurgical Use- Cokeries",0.13
1866,"2009","Odisha","21","Power (Utility)",22.32
1867,"2021","Odisha","21","Power (Utility)",38.34
1868,"2011","Odisha","21","Other",21.8
1869,"2012","Odisha","21","Power (Captive)",12.59
1870,"2016","Odisha","21","Other",25.06
1871,"2006","Odisha","21","Metallurgical Use- Direct Feed",0.04
1872,"2012","Odisha","21","Steel (Boilers)",0.01
1873,"2017","Odisha","21","Power (Utility)",35.99
1874,"2011","Odisha","21","Metallurgical Use- Direct Feed",0.04
1875,"2020","Odisha","21","Fertilisers",0.02
1876,"2012","Odisha","21","Metallurgical Use- Direct Feed",0.11
1877,"2016","Odisha","21","Steel (Boilers)",0.11
1878,"2013","Odisha","21","Power (Captive)",14.2
1879,"2013","Odisha","21","Chemical",0.01
1880,"2013","Odisha","21","Cement",0.42
1881,"2009","Odisha","21","Steel (Boilers)",0.11
1882,"2012","Odisha","21","Colliery Own - Consumption",0.01
1883,"2006","Odisha","21","Metallurgical Use- Cokeries",0.8
1884,"2019","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.71
1885,"2013","Odisha","21","Pulp and Paper",0.15
1886,"2006","Odisha","21","Power (Captive)",7.23
1887,"2010","Odisha","21","Metallurgical Use- Direct Feed",0.04
1888,"2019","Odisha","21","Cement",0.22
1889,"2009","Odisha","21","Metallurgical Use- Direct Feed",0.07
1890,"2013","Odisha","21","Metallurgical Use- Cokeries",0.17
1891,"2010","Odisha","21","Cement",0.34
1892,"2009","Odisha","21","Fertilisers",0.01
1893,"2015","Odisha","21","Power (Captive)",0.26
1894,"2010","Odisha","21","Fertilisers",0.03
1895,"2014","Odisha","21","Fertilisers",0.04
1896,"2009","Odisha","21","Power (Captive)",0.02
1897,"2020","Odisha","21","Pulp and Paper",0.12
1898,"2007","Odisha","21","Chemical",0.04
1899,"2011","Odisha","21","Steel (Boilers)",0.2
1900,"2018","Odisha","21","Pulp and Paper",0.02
1901,"2018","Odisha","21","Metallurgical Use- Cokeries",0.64
1902,"2017","Odisha","21","Sponge Iron",2.22
1903,"2017","Odisha","21","Pulp and Paper",0.08
1904,"2010","Odisha","21","Pulp and Paper",0.19
1905,"2013","Odisha","21","Fertilisers",0.06
1906,"2021","Odisha","21","Steel (Boilers)",0.44
1907,"2018","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.37
1908,"2017","Odisha","21","Colliery Own - Consumption",0.01
1909,"2013","Odisha","21","Metallurgical Use- Direct Feed",0.02
1910,"2011","Odisha","21","Sponge Iron",4.84
1911,"2009","Odisha","21","Sponge Iron",3.65
1912,"2007","Odisha","21","Steel (Boilers)",1.33
1913,"2009","Odisha","21","Power (Captive)",9.99
1914,"2021","Odisha","21","Other",26.08
1915,"2021","Odisha","21","Colliery Own - Consumption",0.0
1916,"2017","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.15
1917,"2009","Odisha","21","Other",15.89
1918,"2016","Odisha","21","Cement",0.25
1919,"2008","Odisha","21","Cement",0.26
1920,"2008","Odisha","21","Other",10.25
1921,"2014","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.48
1922,"2019","Odisha","21","Colliery Own - Consumption",0.0
1923,"2019","Odisha","21","Other",13.82
1924,"2018","Odisha","21","Steel (Boilers)",0.09
1925,"2009","Odisha","21","Cement",0.26
1926,"2006","Odisha","21","Cement",0.27
1927,"2010","Odisha","21","Colliery Own - Consumption",0.01
1928,"2008","Odisha","21","Steel (Boilers)",0.01
1929,"2017","Odisha","21","Other",22.1
1930,"2016","Odisha","21","Colliery Own - Consumption",0.01
1931,"2007","Odisha","21","Cement",0.35
1932,"2012","Odisha","21","Sponge Iron",0.68
1933,"2016","Odisha","21","Chemical",0.01
1934,"2008","Odisha","21","Power (Captive)",9.39
1935,"2016","Odisha","21","Metallurgical Use- Direct Feed",0.1
1936,"2018","Odisha","21","Sponge Iron",2.96
1937,"2014","Odisha","21","Colliery Own - Consumption",0.01
1938,"2015","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.21
1939,"2019","Odisha","21","Metallurgical Use- Direct Feed",0.24
1940,"2007","Odisha","21","Metallurgical Use- Cokeries",0.61
1941,"2016","Odisha","21","Power (Captive)",0.08
1942,"2015","Odisha","21","Colliery Own - Consumption",0.01
1943,"2011","Odisha","21","Metallurgical Use- Cokeries",0.1
1944,"2010","Odisha","21","Steel (Boilers)",0.15
1945,"2011","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.53
1946,"2015","Odisha","21","Fertilisers",0.02
1947,"2013","Odisha","21","Steel (Boilers)",0.05
1948,"2013","Odisha","21","Power (Captive)",0.08
1949,"2006","Odisha","21","Chemical",0.04
1950,"2015","Odisha","21","Power (Utility)",29.63
1951,"2013","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.49
1952,"2010","Odisha","21","Power (Utility)",23.46
1953,"2009","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.5
1954,"2009","Odisha","21","Pulp and Paper",0.23
1955,"2007","Odisha","21","Sponge Iron",3.32
1956,"2011","Odisha","21","Cement",0.34
1957,"2013","Odisha","21","Other",19.08
1958,"2020","Odisha","21","Power (Captive)",0.16
1959,"2020","Odisha","21","Power (Utility)",33.46
1960,"2019","Odisha","21","Power (Captive)",0.03
1961,"2015","Odisha","21","Pulp and Paper",0.05
1962,"2016","Odisha","21","Sponge Iron",2.56
1963,"2016","Odisha","21","Power (Captive)",15.04
1964,"2019","Odisha","21","Power (Utility)",31.01
1965,"2008","Odisha","21","Metallurgical Use- Direct Feed",0.09
1966,"2021","Odisha","21","Cement",0.17
1967,"2011","Odisha","21","Power (Utility)",21.16
1968,"2018","Odisha","21","Fertilisers",0.05
1969,"2012","Odisha","21","Pulp and Paper",0.14
1970,"2020","Odisha","21","Power (Captive)",25.29
1971,"2014","Odisha","21","Sponge Iron",2.69
1972,"2014","Odisha","21","Metallurgical Use- Direct Feed",0.27
1973,"2015","Odisha","21","Cement",0.46
1974,"2011","Odisha","21","Fertilisers",0.03
1975,"2019","Odisha","21","Fertilisers",0.05
1976,"2014","Odisha","21","Pulp and Paper",0.1
1977,"2008","Odisha","21","Colliery Own - Consumption",0.01
1978,"2006","Odisha","21","Textiles and Rayons",0.01
1979,"2009","Odisha","21","Power (Captive)",0.01
1980,"2013","Odisha","21","Colliery Own - Consumption",0.01
1981,"2010","Odisha","21","Steel (Boilers)",0.11
1982,"2017","Odisha","21","Power (Utility)",0.09
1983,"2017","Odisha","21","Metallurgical Use- Direct Feed",0.08
1984,"2019","Odisha","21","Metallurgical Use- Cokeries",0.68
1985,"2015","Odisha","21","Other",14.99
1986,"2008","Odisha","21","Power (Captive)",0.11
1987,"2014","Odisha","21","Other",18.45
1988,"2012","Odisha","21","Cement",0.23
1989,"2006","Odisha","21","Power (Utility)",18.87
1990,"2021","Odisha","21","Sponge Iron",2.89
1991,"2018","Odisha","21","Power (Captive)",22.21
1992,"2010","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.42
1993,"2015","Odisha","21","Metallurgical Use- Cokeries",0.09
1994,"2007","Odisha","21","Power (Captive)",8.46
1995,"2020","Odisha","21","Cokeries",0.52
1996,"2015","Odisha","21","Steel (Boilers)",0.13
1997,"2007","Odisha","21","Pulp and Paper",0.26
1998,"2010","Odisha","21","Sponge Iron",5.58
1999,"2017","Odisha","21","Cement",0.26
2000,"2021","Odisha","21","Power (Captive)",0.17
2001,"2008","Odisha","21","Metallurgical Use- Cokeries",0.61
2002,"2006","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.47
2003,"2006","Odisha","21","Colliery Own - Consumption",0.01
2004,"2020","Odisha","21","Sponge Iron",2.99
2005,"2012","Odisha","21","Fertilisers",0.03
2006,"2020","Odisha","21","Other",13.4
2007,"2018","Odisha","21","Metallurgical Use- Direct Feed",0.12
2008,"2018","Odisha","21","Power (Utility)",0.0
2009,"2012","Odisha","21","Power (Utility)",21.76
2010,"2006","Odisha","21","Steel (Boilers)",1.5
2011,"2021","Odisha","21","Cokeries",1.46
2012,"2020","Odisha","21","Colliery Own - Consumption",0.0
2013,"2014","Odisha","21","Power (Utility)",25.67
2014,"2012","Odisha","21","Power (Captive)",0.1
2015,"2008","Odisha","21","Power (Utility)",0.0
2016,"2016","Odisha","21","Fertilisers",0.0
2017,"2009","Odisha","21","Steel (Boilers)",0.13
2018,"2011","Odisha","21","Metallurgical Use- Cokeries",0.5
2019,"2020","Odisha","21","Cement",0.21
2020,"2007","Odisha","21","Other",8.9
2021,"2018","Odisha","21","Power (Utility)",32.01
2022,"2018","Odisha","21","Other",13.84
2023,"2006","Odisha","21","Sponge Iron",3.03
2024,"2008","Odisha","21","Power (Utility)",23.65
2025,"2018","Odisha","21","Colliery Own - Consumption",0.0
2026,"2015","Odisha","21","Power (Captive)",15.06
2027,"2018","Odisha","21","Power (Captive)",0.07
2028,"2014","Odisha","21","Steel (Boilers)",0.09
2029,"2010","Odisha","21","Other",19.94
2030,"2007","Odisha","21","Textiles and Rayons",0.01
2031,"2009","Odisha","21","Colliery Own - Consumption",0.01
2032,"2021","Odisha","21","Other Basic-Metal (Aluminium Etc)",0.56
2033,"2012","Odisha","21","Power (Utility)",0.71
2034,"2021","Odisha","21","Power (Captive)",21.23
2035,"2014","Odisha","21","Cement",0.39
2036,"2012","Odisha","21","Other",19.9
2037,"2016","Odisha","21","Power (Utility)",27.97
2038,"2011","Odisha","21","Pulp and Paper",0.15
2039,"2013","Odisha","21","Power (Utility)",0.37
2040,"2008","Odisha","21","Textiles and Rayons",0.01
2041,"2020","Odisha","21","Metallurgical Use- Direct Feed",0.08
2042,"2010","Odisha","21","Chemical",0.01
